,ensembl_gene_id,hgnc_symbol
4959,ENSG00000120029,ARMH3
4960,ENSG00000120049,KCNIP2
4961,ENSG00000120051,CFAP58
4962,ENSG00000120053,GOT1
4963,ENSG00000120054,CPN1
4964,ENSG00000120057,SFRP5
4965,ENSG00000120063,GNA13
4966,ENSG00000120068,HOXB8
4967,ENSG00000120071,KANSL1
4968,ENSG00000120075,HOXB5
4969,ENSG00000120088,CRHR1
4970,ENSG00000120093,HOXB3
4971,ENSG00000120094,HOXB1
4972,ENSG00000120129,DUSP1
4973,ENSG00000120137,PANK3
4974,ENSG00000120149,MSX2
4975,ENSG00000120156,TEK
4976,ENSG00000120158,RCL1
4977,ENSG00000120159,CAAP1
4978,ENSG00000120160,EQTN
4979,ENSG00000120162,MOB3B
4980,ENSG00000120210,INSL6
4981,ENSG00000120211,INSL4
4982,ENSG00000120215,MLANA
4983,ENSG00000120217,CD274
4984,ENSG00000120235,IFNA6
4985,ENSG00000120242,IFNA8
4986,ENSG00000120251,GRIA2
4987,ENSG00000120253,NUP43
4988,ENSG00000120254,MTHFD1L
4989,ENSG00000120256,LRP11
4990,ENSG00000120262,CCDC170
4991,ENSG00000120265,PCMT1
4992,ENSG00000120278,PLEKHG1
4993,ENSG00000120279,MYCT1
4994,ENSG00000120280,CXorf21
4995,ENSG00000120289,MAGEB4
4996,ENSG00000120306,CYSTM1
4997,ENSG00000120314,WDR55
4998,ENSG00000120318,ARAP3
4999,ENSG00000120322,PCDHB8
5000,ENSG00000120324,PCDHB10
5001,ENSG00000120327,PCDHB14
5002,ENSG00000120328,PCDHB12
5003,ENSG00000120329,SLC25A2
5004,ENSG00000120332,TNN
5005,ENSG00000120333,MRPS14
5006,ENSG00000120334,CENPL
5007,ENSG00000120337,TNFSF18
5008,ENSG00000120341,SEC16B
5009,ENSG00000120370,GORAB
5010,ENSG00000120436,GPR31
5011,ENSG00000120437,ACAT2
5012,ENSG00000120438,TCP1
5013,ENSG00000120440,TTLL2
5014,ENSG00000120451,SNX19
5015,ENSG00000120457,KCNJ5
5016,ENSG00000120458,MSANTD2
5017,ENSG00000120471,TP53AIP1
5018,ENSG00000120498,TEX11
5019,ENSG00000120500,ARR3
5020,ENSG00000120509,PDZD11
5021,ENSG00000120519,SLC10A7
5022,ENSG00000120526,NUDCD1
5023,ENSG00000120533,ENY2
5024,ENSG00000120539,MASTL
5025,ENSG00000120549,KIAA1217
5026,ENSG00000120563,LYZL1
5027,ENSG00000120594,PLXDC2
5028,ENSG00000120616,EPC1
5029,ENSG00000120645,IQSEC3
5030,ENSG00000120647,CCDC77
5031,ENSG00000120656,TAF12
5032,ENSG00000120658,ENOX1
5033,ENSG00000120659,TNFSF11
5034,ENSG00000120662,MTRF1
5035,ENSG00000120669,SOHLH2
5036,ENSG00000120675,DNAJC15
5037,ENSG00000120685,PROSER1
5038,ENSG00000120686,UFM1
5039,ENSG00000120688,WBP4
5040,ENSG00000120690,ELF1
5041,ENSG00000120693,SMAD9
5042,ENSG00000120694,HSPH1
5043,ENSG00000120696,KBTBD7
5044,ENSG00000120697,ALG5
5045,ENSG00000120699,EXOSC8
5046,ENSG00000120705,ETF1
5047,ENSG00000120708,TGFBI
5048,ENSG00000120709,FAM53C
5049,ENSG00000120725,SIL1
5050,ENSG00000120727,PAIP2
5051,ENSG00000120729,MYOT
5052,ENSG00000120733,KDM3B
5053,ENSG00000120738,EGR1
5054,ENSG00000120742,SERP1
5055,ENSG00000120756,PLS1
5056,ENSG00000120784,ZFP30
5057,ENSG00000120798,NR2C1
5058,ENSG00000120800,UTP20
5059,ENSG00000120802,TMPO
5060,ENSG00000120805,ARL1
5061,ENSG00000120820,GLT8D2
5062,ENSG00000120832,MTERF2
5063,ENSG00000120833,SOCS2
5064,ENSG00000120837,NFYB
5065,ENSG00000120860,WASHC3
5066,ENSG00000120868,APAF1
5067,ENSG00000120875,DUSP4
5068,ENSG00000120885,CLU
5069,ENSG00000120889,TNFRSF10B
5070,ENSG00000120896,SORBS3
5071,ENSG00000120899,PTK2B
5072,ENSG00000120903,CHRNA2
5073,ENSG00000120907,ADRA1A
5074,ENSG00000120910,PPP3CC
5075,ENSG00000120913,PDLIM2
5076,ENSG00000120915,EPHX2
5077,ENSG00000120925,RNF170
5078,ENSG00000120937,NPPB
5079,ENSG00000120942,UBIAD1
5080,ENSG00000120948,TARDBP
5081,ENSG00000120949,TNFRSF8
5082,ENSG00000120952,PRAMEF2
5083,ENSG00000120963,ZNF706
5084,ENSG00000120992,LYPLA1
5085,ENSG00000121005,CRISPLD1
5086,ENSG00000121022,COPS5
5087,ENSG00000121039,RDH10
5088,ENSG00000121053,EPX
5089,ENSG00000121057,AKAP1
5090,ENSG00000121058,COIL
5091,ENSG00000121060,TRIM25
5092,ENSG00000121064,SCPEP1
5093,ENSG00000121067,SPOP
5094,ENSG00000121068,TBX2
5095,ENSG00000121073,SLC35B1
5096,ENSG00000121075,TBX4
5097,ENSG00000121101,TEX14
5098,ENSG00000121104,FAM117A
5099,ENSG00000121152,NCAPH
5100,ENSG00000121207,LRAT
5101,ENSG00000121210,TMEM131L
5102,ENSG00000121211,MND1
5103,ENSG00000121236,TRIM6
5104,ENSG00000121270,ABCC11
5105,ENSG00000121274,TENT4B
5106,ENSG00000121281,ADCY7
5107,ENSG00000121289,CEP89
5108,ENSG00000121297,TSHZ3
5109,ENSG00000121310,ECHDC2
5110,ENSG00000121314,TAS2R8
5111,ENSG00000121316,PLBD1
5112,ENSG00000121318,TAS2R10
5113,ENSG00000121335,PRB2
5114,ENSG00000121350,PYROXD1
5115,ENSG00000121351,IAPP
5116,ENSG00000121361,KCNJ8
5117,ENSG00000121377,TAS2R7
5118,ENSG00000121380,BCL2L14
5119,ENSG00000121381,TAS2R9
5120,ENSG00000121390,PSPC1
5121,ENSG00000121406,ZNF549
5122,ENSG00000121410,A1BG
5123,ENSG00000121413,ZSCAN18
5124,ENSG00000121417,ZNF211
5125,ENSG00000121440,PDZRN3
5126,ENSG00000121446,RGSL1
5127,ENSG00000121454,LHX4
5128,ENSG00000121481,RNF2
5129,ENSG00000121486,TRMT1L
5130,ENSG00000121542,SEC22A
5131,ENSG00000121552,CSTA
5132,ENSG00000121570,DPPA4
5133,ENSG00000121577,POPDC2
5134,ENSG00000121578,B4GALT4
5135,ENSG00000121579,NAA50
5136,ENSG00000121594,CD80
5137,ENSG00000121621,KIF18A
5138,ENSG00000121634,GJA8
5139,ENSG00000121644,DESI2
5140,ENSG00000121653,MAPK8IP1
5141,ENSG00000121671,CRY2
5142,ENSG00000121680,PEX16
5143,ENSG00000121690,DEPDC7
5144,ENSG00000121691,CAT
5145,ENSG00000121716,PILRB
5146,ENSG00000121741,ZMYM2
5147,ENSG00000121742,GJB6
5148,ENSG00000121743,GJA3
5149,ENSG00000121749,TBC1D15
5150,ENSG00000121753,ADGRB2
5151,ENSG00000121764,HCRTR1
5152,ENSG00000121766,ZCCHC17
5153,ENSG00000121769,FABP3
5154,ENSG00000121774,KHDRBS1
5155,ENSG00000121775,TMEM39B
5156,ENSG00000121797,CCRL2
5157,ENSG00000121807,CCR2
5158,ENSG00000121851,POLR3GL
5159,ENSG00000121853,GHSR
5160,ENSG00000121858,TNFSF10
5161,ENSG00000121864,ZNF639
5162,ENSG00000121871,SLITRK3
5163,ENSG00000121879,PIK3CA
5164,ENSG00000121892,PDS5A
5165,ENSG00000121895,TMEM156
5166,ENSG00000121897,LIAS
5167,ENSG00000121898,CPXM2
5168,ENSG00000121900,TMEM54
5169,ENSG00000121903,ZSCAN20
5170,ENSG00000121904,CSMD2
5171,ENSG00000121905,HPCA
5172,ENSG00000121931,LRIF1
5173,ENSG00000121933,TMIGD3
5174,ENSG00000121940,CLCC1
5175,ENSG00000121957,GPSM2
5176,ENSG00000121964,GTDC1
5177,ENSG00000121966,CXCR4
5178,ENSG00000121988,ZRANB3
5179,ENSG00000121989,ACVR2A
5180,ENSG00000122008,POLK
5181,ENSG00000122012,SV2C
5182,ENSG00000122025,FLT3
5183,ENSG00000122026,RPL21
5184,ENSG00000122033,MTIF3
5185,ENSG00000122034,GTF3A
5186,ENSG00000122035,RASL11A
5187,ENSG00000122042,UBL3
5188,ENSG00000122068,FYTTD1
5189,ENSG00000122085,MTERF4
5190,ENSG00000122121,XPNPEP2
5191,ENSG00000122122,SASH3
5192,ENSG00000122126,OCRL
5193,ENSG00000122133,PAEP
5194,ENSG00000122136,OBP2A
5195,ENSG00000122140,MRPS2
5196,ENSG00000122145,TBX22
5197,ENSG00000122176,FMOD
5198,ENSG00000122180,MYOG
5199,ENSG00000122188,LAX1
5200,ENSG00000122194,PLG
5201,ENSG00000122203,KIAA1191
5202,ENSG00000122218,COPA
5203,ENSG00000122223,CD244
5204,ENSG00000122224,LY9
5205,ENSG00000122254,HS3ST2
5206,ENSG00000122257,RBBP6
5207,ENSG00000122299,ZC3H7A
5208,ENSG00000122304,PRM2
5209,ENSG00000122335,SERAC1
5210,ENSG00000122359,ANXA11
5211,ENSG00000122367,LDB3
5212,ENSG00000122375,OPN4
5213,ENSG00000122376,SHLD2
5214,ENSG00000122378,PRXL2A
5215,ENSG00000122386,ZNF205
5216,ENSG00000122390,NAA60
5217,ENSG00000122406,RPL5
5218,ENSG00000122417,ODF2L
5219,ENSG00000122420,PTGFR
5220,ENSG00000122435,TRMT13
5221,ENSG00000122477,LRRC39
5222,ENSG00000122481,RWDD3
5223,ENSG00000122482,ZNF644
5224,ENSG00000122483,CCDC18
5225,ENSG00000122484,RPAP2
5226,ENSG00000122490,SLC66A2
5227,ENSG00000122507,BBS9
5228,ENSG00000122512,PMS2
5229,ENSG00000122515,ZMIZ2
5230,ENSG00000122543,OCM
5231,ENSG00000122545,SEPTIN7
5232,ENSG00000122547,EEPD1
5233,ENSG00000122550,KLHL7
5234,ENSG00000122557,HERPUD2
5235,ENSG00000122565,CBX3
5236,ENSG00000122566,HNRNPA2B1
5237,ENSG00000122574,WIPF3
5238,ENSG00000122584,NXPH1
5239,ENSG00000122585,NPY
5240,ENSG00000122591,FAM126A
5241,ENSG00000122592,HOXA7
5242,ENSG00000122641,INHBA
5243,ENSG00000122642,FKBP9
5244,ENSG00000122643,NT5C3A
5245,ENSG00000122644,ARL4A
5246,ENSG00000122674,CCZ1
5247,ENSG00000122678,POLM
5248,ENSG00000122679,RAMP3
5249,ENSG00000122687,MRM2
5250,ENSG00000122691,TWIST1
5251,ENSG00000122692,SMU1
5252,ENSG00000122694,GLIPR2
5253,ENSG00000122696,SLC25A51
5254,ENSG00000122705,CLTA
5255,ENSG00000122707,RECK
5256,ENSG00000122711,SPINK4
5257,ENSG00000122728,TAF1L
5258,ENSG00000122729,ACO1
5259,ENSG00000122733,PHF24
5260,ENSG00000122735,DNAI1
5261,ENSG00000122741,DCAF10
5262,ENSG00000122756,CNTFR
5263,ENSG00000122778,KIAA1549
5264,ENSG00000122779,TRIM24
5265,ENSG00000122783,CYREN
5266,ENSG00000122786,CALD1
5267,ENSG00000122787,AKR1D1
5268,ENSG00000122824,NUDT10
5269,ENSG00000122852,SFTPA1
5270,ENSG00000122859,NEUROG3
5271,ENSG00000122861,PLAU
5272,ENSG00000122862,SRGN
5273,ENSG00000122863,CHST3
5274,ENSG00000122870,BICC1
5275,ENSG00000122873,CISD1
5276,ENSG00000122877,EGR2
5277,ENSG00000122882,ECD
5278,ENSG00000122884,P4HA1
5279,ENSG00000122912,SLC25A16
5280,ENSG00000122952,ZWINT
5281,ENSG00000122958,VPS26A
5282,ENSG00000122965,RBM19
5283,ENSG00000122966,CIT
5284,ENSG00000122970,IFT81
5285,ENSG00000122971,ACADS
5286,ENSG00000122986,HVCN1
5287,ENSG00000123064,DDX54
5288,ENSG00000123066,MED13L
5289,ENSG00000123080,CDKN2C
5290,ENSG00000123091,RNF11
5291,ENSG00000123094,RASSF8
5292,ENSG00000123095,BHLHE41
5293,ENSG00000123096,SSPN
5294,ENSG00000123104,ITPR2
5295,ENSG00000123106,CCDC91
5296,ENSG00000123119,NECAB1
5297,ENSG00000123124,WWP1
5298,ENSG00000123130,ACOT9
5299,ENSG00000123131,PRDX4
5300,ENSG00000123136,DDX39A
5301,ENSG00000123143,PKN1
5302,ENSG00000123144,TRIR
5303,ENSG00000123146,ADGRE5
5304,ENSG00000123154,WDR83
5305,ENSG00000123159,GIPC1
5306,ENSG00000123165,ACTRT1
5307,ENSG00000123171,CCDC70
5308,ENSG00000123178,SPRYD7
5309,ENSG00000123179,EBPL
5310,ENSG00000123191,ATP7B
5311,ENSG00000123200,ZC3H13
5312,ENSG00000123213,NLN
5313,ENSG00000123219,CENPK
5314,ENSG00000123240,OPTN
5315,ENSG00000123243,ITIH5
5316,ENSG00000123268,ATF1
5317,ENSG00000123297,TSFM
5318,ENSG00000123307,NEUROD4
5319,ENSG00000123329,ARHGAP9
5320,ENSG00000123338,NCKAP1L
5321,ENSG00000123342,MMP19
5322,ENSG00000123349,PFDN5
5323,ENSG00000123352,SPATS2
5324,ENSG00000123353,ORMDL2
5325,ENSG00000123358,NR4A1
5326,ENSG00000123360,PDE1B
5327,ENSG00000123364,HOXC13
5328,ENSG00000123374,CDK2
5329,ENSG00000123384,LRP1
5330,ENSG00000123388,HOXC11
5331,ENSG00000123395,ATG101
5332,ENSG00000123405,NFE2
5333,ENSG00000123407,HOXC12
5334,ENSG00000123411,IKZF4
5335,ENSG00000123415,SMUG1
5336,ENSG00000123416,TUBA1B
5337,ENSG00000123427,EEF1AKMT3
5338,ENSG00000123444,KBTBD4
5339,ENSG00000123453,SARDH
5340,ENSG00000123454,DBH
5341,ENSG00000123472,ATPAF1
5342,ENSG00000123473,STIL
5343,ENSG00000123485,HJURP
5344,ENSG00000123496,IL13RA2
5345,ENSG00000123500,COL10A1
5346,ENSG00000123505,AMD1
5347,ENSG00000123545,NDUFAF4
5348,ENSG00000123552,USP45
5349,ENSG00000123560,PLP1
5350,ENSG00000123561,SERPINA7
5351,ENSG00000123562,MORF4L2
5352,ENSG00000123569,H2BFWT
5353,ENSG00000123570,RAB9B
5354,ENSG00000123572,NRK
5355,ENSG00000123575,FAM199X
5356,ENSG00000123576,ESX1
5357,ENSG00000123584,MAGEA9
5358,ENSG00000123594,ATXN3L
5359,ENSG00000123595,RAB9A
5360,ENSG00000123600,METTL8
5361,ENSG00000123607,TTC21B
5362,ENSG00000123609,NMI
5363,ENSG00000123610,TNFAIP6
5364,ENSG00000123612,ACVR1C
5365,ENSG00000123636,BAZ2B
5366,ENSG00000123643,SLC36A1
5367,ENSG00000123684,LPGAT1
5368,ENSG00000123685,BATF3
5369,ENSG00000123689,G0S2
5370,ENSG00000123700,KCNJ2
5371,ENSG00000123728,RAP2C
5372,ENSG00000123737,EXOSC9
5373,ENSG00000123739,PLA2G12A
5374,ENSG00000123810,B9D2
5375,ENSG00000123815,COQ8B
5376,ENSG00000123836,PFKFB2
5377,ENSG00000123838,C4BPA
5378,ENSG00000123843,C4BPB
5379,ENSG00000123892,RAB38
5380,ENSG00000123901,GPR83
5381,ENSG00000123908,AGO2
5382,ENSG00000123933,MXD4
5383,ENSG00000123975,CKS2
5384,ENSG00000123977,DAW1
5385,ENSG00000123983,ACSL3
5386,ENSG00000123989,CHPF
5387,ENSG00000123992,DNPEP
5388,ENSG00000123999,INHA
5389,ENSG00000124003,MOGAT1
5390,ENSG00000124006,OBSL1
5391,ENSG00000124019,FAM124B
5392,ENSG00000124067,SLC12A4
5393,ENSG00000124074,ENKD1
5394,ENSG00000124089,MC3R
5395,ENSG00000124091,GCNT7
5396,ENSG00000124092,CTCFL
5397,ENSG00000124098,FAM210B
5398,ENSG00000124102,PI3
5399,ENSG00000124103,FAM209A
5400,ENSG00000124104,SNX21
5401,ENSG00000124107,SLPI
5402,ENSG00000124116,WFDC3
5403,ENSG00000124120,TTPAL
5404,ENSG00000124126,PREX1
5405,ENSG00000124134,KCNS1
5406,ENSG00000124140,SLC12A5
5407,ENSG00000124143,ARHGAP40
5408,ENSG00000124145,SDC4
5409,ENSG00000124151,NCOA3
5410,ENSG00000124155,PIGT
5411,ENSG00000124157,SEMG2
5412,ENSG00000124159,MATN4
5413,ENSG00000124160,NCOA5
5414,ENSG00000124164,VAPB
5415,ENSG00000124171,PARD6B
5416,ENSG00000124172,ATP5F1E
5417,ENSG00000124177,CHD6
5418,ENSG00000124181,PLCG1
5419,ENSG00000124191,TOX2
5420,ENSG00000124193,SRSF6
5421,ENSG00000124194,GDAP1L1
5422,ENSG00000124196,GTSF1L
5423,ENSG00000124198,ARFGEF2
5424,ENSG00000124201,ZNFX1
5425,ENSG00000124203,ZNF831
5426,ENSG00000124205,EDN3
5427,ENSG00000124207,CSE1L
5428,ENSG00000124208,TMEM189-UBE2V1
5429,ENSG00000124209,RAB22A
5430,ENSG00000124212,PTGIS
5431,ENSG00000124214,STAU1
5432,ENSG00000124215,CDH26
5433,ENSG00000124216,SNAI1
5434,ENSG00000124217,MOCS3
5435,ENSG00000124222,STX16
5436,ENSG00000124225,PMEPA1
5437,ENSG00000124226,RNF114
5438,ENSG00000124227,ANKRD60
5439,ENSG00000124228,DDX27
5440,ENSG00000124232,RBPJL
5441,ENSG00000124233,SEMG1
5442,ENSG00000124237,C20orf85
5443,ENSG00000124243,BCAS4
5444,ENSG00000124249,KCNK15
5445,ENSG00000124251,TP53TG5
5446,ENSG00000124253,PCK1
5447,ENSG00000124256,ZBP1
5448,ENSG00000124257,NEURL2
5449,ENSG00000124260,MAGEA10
5450,ENSG00000124275,MTRR
5451,ENSG00000124279,FASTKD3
5452,ENSG00000124299,PEPD
5453,ENSG00000124302,CHST8
5454,ENSG00000124313,IQSEC2
5455,ENSG00000124333,VAMP7
5456,ENSG00000124334,IL9R
5457,ENSG00000124343,XG
5458,ENSG00000124356,STAMBP
5459,ENSG00000124357,NAGK
5460,ENSG00000124370,MCEE
5461,ENSG00000124374,PAIP2B
5462,ENSG00000124380,SNRNP27
5463,ENSG00000124383,MPHOSPH10
5464,ENSG00000124391,IL17C
5465,ENSG00000124406,ATP8A1
5466,ENSG00000124422,USP22
5467,ENSG00000124429,POF1B
5468,ENSG00000124440,HIF3A
5469,ENSG00000124444,ZNF576
5470,ENSG00000124449,IRGC
5471,ENSG00000124459,ZNF45
5472,ENSG00000124466,LYPD3
5473,ENSG00000124467,PSG8
5474,ENSG00000124469,CEACAM8
5475,ENSG00000124479,NDP
5476,ENSG00000124486,USP9X
5477,ENSG00000124490,CRISP2
5478,ENSG00000124491,F13A1
5479,ENSG00000124493,GRM4
5480,ENSG00000124496,TRERF1
5481,ENSG00000124507,PACSIN1
5482,ENSG00000124508,BTN2A2
5483,ENSG00000124523,SIRT5
5484,ENSG00000124532,MRS2
5485,ENSG00000124535,WRNIP1
5486,ENSG00000124541,RRP36
5487,ENSG00000124557,BTN1A1
5488,ENSG00000124562,SNRPC
5489,ENSG00000124564,SLC17A3
5490,ENSG00000124568,SLC17A1
5491,ENSG00000124570,SERPINB6
5492,ENSG00000124571,XPO5
5493,ENSG00000124574,ABCC10
5494,ENSG00000124575,HIST1H1D
5495,ENSG00000124587,PEX6
5496,ENSG00000124588,NQO2
5497,ENSG00000124593,
5498,ENSG00000124596,OARD1
5499,ENSG00000124602,UNC5CL
5500,ENSG00000124608,AARS2
5501,ENSG00000124610,HIST1H1A
5502,ENSG00000124613,ZNF391
5503,ENSG00000124614,RPS10
5504,ENSG00000124615,MOCS1
5505,ENSG00000124635,HIST1H2BJ
5506,ENSG00000124641,MED20
5507,ENSG00000124657,OR2B6
5508,ENSG00000124659,TBCC
5509,ENSG00000124664,SPDEF
5510,ENSG00000124678,TCP11
5511,ENSG00000124688,MAD2L1BP
5512,ENSG00000124701,APOBEC2
5513,ENSG00000124702,KLHDC3
5514,ENSG00000124713,GNMT
5515,ENSG00000124721,DNAH8
5516,ENSG00000124731,TREM1
5517,ENSG00000124733,MEA1
5518,ENSG00000124743,KLHL31
5519,ENSG00000124749,COL21A1
5520,ENSG00000124762,CDKN1A
5521,ENSG00000124766,SOX4
5522,ENSG00000124767,GLO1
5523,ENSG00000124772,CPNE5
5524,ENSG00000124780,KCNK17
5525,ENSG00000124782,RREB1
5526,ENSG00000124783,SSR1
5527,ENSG00000124784,RIOK1
5528,ENSG00000124785,NRN1
5529,ENSG00000124786,SLC35B3
5530,ENSG00000124787,RPP40
5531,ENSG00000124788,ATXN1
5532,ENSG00000124789,NUP153
5533,ENSG00000124795,DEK
5534,ENSG00000124802,EEF1E1
5535,ENSG00000124812,CRISP1
5536,ENSG00000124813,RUNX2
5537,ENSG00000124818,OPN5
5538,ENSG00000124827,GCM2
5539,ENSG00000124831,LRRFIP1
5540,ENSG00000124839,RAB17
5541,ENSG00000124875,CXCL6
5542,ENSG00000124882,EREG
5543,ENSG00000124900,TRIM51
5544,ENSG00000124920,MYRF
5545,ENSG00000124935,SCGB1D2
5546,ENSG00000124939,SCGB2A1
5547,ENSG00000124942,AHNAK
5548,ENSG00000125037,EMC3
5549,ENSG00000125046,SSUH2
5550,ENSG00000125084,WNT1
5551,ENSG00000125089,SH3TC1
5552,ENSG00000125107,CNOT1
5553,ENSG00000125122,LRRC29
5554,ENSG00000125124,BBS2
5555,ENSG00000125144,MT1G
5556,ENSG00000125148,MT2A
5557,ENSG00000125149,C16orf70
5558,ENSG00000125166,GOT2
5559,ENSG00000125170,DOK4
5560,ENSG00000125207,PIWIL1
5561,ENSG00000125245,GPR18
5562,ENSG00000125246,CLYBL
5563,ENSG00000125247,TMTC4
5564,ENSG00000125249,RAP2A
5565,ENSG00000125255,SLC10A2
5566,ENSG00000125257,ABCC4
5567,ENSG00000125266,EFNB2
5568,ENSG00000125285,SOX21
5569,ENSG00000125304,TM9SF2
5570,ENSG00000125319,C17orf53
5571,ENSG00000125337,KIF25
5572,ENSG00000125347,IRF1
5573,ENSG00000125351,UPF3B
5574,ENSG00000125352,RNF113A
5575,ENSG00000125354,SEPTIN6
5576,ENSG00000125355,TMEM255A
5577,ENSG00000125356,NDUFA1
5578,ENSG00000125363,AMELX
5579,ENSG00000125375,DMAC2L
5580,ENSG00000125378,BMP4
5581,ENSG00000125384,PTGER2
5582,ENSG00000125386,FAM193A
5583,ENSG00000125388,GRK4
5584,ENSG00000125398,SOX9
5585,ENSG00000125409,TEKT3
5586,ENSG00000125414,MYH2
5587,ENSG00000125430,HS3ST3B1
5588,ENSG00000125434,SLC25A35
5589,ENSG00000125445,MRPS7
5590,ENSG00000125447,GGA3
5591,ENSG00000125449,ARMC7
5592,ENSG00000125450,NUP85
5593,ENSG00000125454,SLC25A19
5594,ENSG00000125457,MIF4GD
5595,ENSG00000125458,NT5C
5596,ENSG00000125459,MSTO1
5597,ENSG00000125462,C1orf61
5598,ENSG00000125482,TTF1
5599,ENSG00000125484,GTF3C4
5600,ENSG00000125485,DDX31
5601,ENSG00000125492,BARHL1
5602,ENSG00000125498,KIR2DL1
5603,ENSG00000125503,PPP1R12C
5604,ENSG00000125505,MBOAT7
5605,ENSG00000125508,SRMS
5606,ENSG00000125510,OPRL1
5607,ENSG00000125520,SLC2A4RG
5608,ENSG00000125522,NPBWR2
5609,ENSG00000125531,FNDC11
5610,ENSG00000125533,BHLHE23
5611,ENSG00000125534,PPDPF
5612,ENSG00000125538,IL1B
5613,ENSG00000125551,PLGLB2
5614,ENSG00000125571,IL37
5615,ENSG00000125611,CHCHD5
5616,ENSG00000125618,PAX8
5617,ENSG00000125629,INSIG2
5618,ENSG00000125630,POLR1B
5619,ENSG00000125633,CCDC93
5620,ENSG00000125637,PSD4
5621,ENSG00000125648,SLC25A23
5622,ENSG00000125650,PSPN
5623,ENSG00000125651,GTF2F1
5624,ENSG00000125652,ALKBH7
5625,ENSG00000125656,CLPP
5626,ENSG00000125657,TNFSF9
5627,ENSG00000125675,GRIA3
5628,ENSG00000125676,THOC2
5629,ENSG00000125686,MED1
5630,ENSG00000125691,RPL23
5631,ENSG00000125695,
5632,ENSG00000125703,ATG4C
5633,ENSG00000125726,CD70
5634,ENSG00000125730,C3
5635,ENSG00000125731,SH2D3A
5636,ENSG00000125733,TRIP10
5637,ENSG00000125734,GPR108
5638,ENSG00000125735,TNFSF14
5639,ENSG00000125740,FOSB
5640,ENSG00000125741,OPA3
5641,ENSG00000125743,SNRPD2
5642,ENSG00000125744,RTN2
5643,ENSG00000125746,EML2
5644,ENSG00000125753,VASP
5645,ENSG00000125755,SYMPK
5646,ENSG00000125772,GPCPD1
5647,ENSG00000125775,SDCBP2
5648,ENSG00000125779,PANK2
5649,ENSG00000125780,TGM3
5650,ENSG00000125787,GNRH2
5651,ENSG00000125788,DEFB126
5652,ENSG00000125798,FOXA2
5653,ENSG00000125810,CD93
5654,ENSG00000125812,GZF1
5655,ENSG00000125813,PAX1
5656,ENSG00000125814,NAPB
5657,ENSG00000125815,CST8
5658,ENSG00000125816,NKX2-4
5659,ENSG00000125817,CENPB
5660,ENSG00000125818,PSMF1
5661,ENSG00000125820,NKX2-2
5662,ENSG00000125821,DTD1
5663,ENSG00000125823,CSTL1
5664,ENSG00000125826,RBCK1
5665,ENSG00000125827,TMX4
5666,ENSG00000125831,CST11
5667,ENSG00000125834,STK35
5668,ENSG00000125835,SNRPB
5669,ENSG00000125841,NRSN2
5670,ENSG00000125843,AP5S1
5671,ENSG00000125844,RRBP1
5672,ENSG00000125845,BMP2
5673,ENSG00000125846,ZNF133
5674,ENSG00000125848,FLRT3
5675,ENSG00000125850,OVOL2
5676,ENSG00000125851,PCSK2
5677,ENSG00000125861,GFRA4
5678,ENSG00000125863,MKKS
5679,ENSG00000125864,BFSP1
5680,ENSG00000125868,DSTN
5681,ENSG00000125869,LAMP5
5682,ENSG00000125870,SNRPB2
5683,ENSG00000125871,MGME1
5684,ENSG00000125872,LRRN4
5685,ENSG00000125875,TBC1D20
5686,ENSG00000125877,ITPA
5687,ENSG00000125878,TCF15
5688,ENSG00000125879,OTOR
5689,ENSG00000125885,MCM8
5690,ENSG00000125888,BANF2
5691,ENSG00000125895,TMEM74B
5692,ENSG00000125898,FAM110A
5693,ENSG00000125900,SIRPD
5694,ENSG00000125901,MRPS26
5695,ENSG00000125903,DEFB129
5696,ENSG00000125910,S1PR4
5697,ENSG00000125912,NCLN
5698,ENSG00000125931,CITED1
5699,ENSG00000125944,HNRNPR
5700,ENSG00000125945,ZNF436
5701,ENSG00000125952,MAX
5702,ENSG00000125954,CHURC1-FNTB
5703,ENSG00000125962,ARMCX5
5704,ENSG00000125965,GDF5
5705,ENSG00000125966,MMP24
5706,ENSG00000125967,NECAB3
5707,ENSG00000125968,ID1
5708,ENSG00000125970,RALY
5709,ENSG00000125971,DYNLRB1
5710,ENSG00000125975,C20orf173
5711,ENSG00000125977,EIF2S2
5712,ENSG00000125991,ERGIC3
5713,ENSG00000125995,ROMO1
5714,ENSG00000125998,FAM83C
5715,ENSG00000125999,BPIFB1
5716,ENSG00000126001,CEP250
5717,ENSG00000126003,PLAGL2
5718,ENSG00000126005,MMP24OS
5719,ENSG00000126010,GRPR
5720,ENSG00000126012,KDM5C
5721,ENSG00000126016,AMOT
5722,ENSG00000126062,TMEM115
5723,ENSG00000126067,PSMB2
5724,ENSG00000126070,AGO3
5725,ENSG00000126088,UROD
5726,ENSG00000126091,ST3GAL3
5727,ENSG00000126106,TMEM53
5728,ENSG00000126107,HECTD3
5729,ENSG00000126214,KLC1
5730,ENSG00000126215,XRCC3
5731,ENSG00000126216,TUBGCP3
5732,ENSG00000126217,MCF2L
5733,ENSG00000126218,F10
5734,ENSG00000126226,PCID2
5735,ENSG00000126231,PROZ
5736,ENSG00000126233,SLURP1
5737,ENSG00000126243,LRFN3
5738,ENSG00000126246,IGFLR1
5739,ENSG00000126247,CAPNS1
