,ensembl_gene_id,hgnc_symbol
16860,ENSG00000198626,RYR2
16861,ENSG00000198633,ZNF534
16862,ENSG00000198642,KLHL9
16863,ENSG00000198643,FAM3D
16864,ENSG00000198646,NCOA6
16865,ENSG00000198648,STK39
16866,ENSG00000198650,TAT
16867,ENSG00000198663,C6orf89
16868,ENSG00000198668,CALM1
16869,ENSG00000198670,LPA
16870,ENSG00000198673,TAFA2
16871,ENSG00000198674,OR10G6
16872,ENSG00000198677,TTC37
16873,ENSG00000198680,TUSC1
16874,ENSG00000198681,MAGEA1
16875,ENSG00000198682,PAPSS2
16876,ENSG00000198689,SLC9A6
16877,ENSG00000198690,FAN1
16878,ENSG00000198691,ABCA4
16879,ENSG00000198692,EIF1AY
16880,ENSG00000198695,MT-ND6
16881,ENSG00000198700,IPO9
16882,ENSG00000198704,GPX6
16883,ENSG00000198707,CEP290
16884,ENSG00000198712,MT-CO2
16885,ENSG00000198715,GLMP
16886,ENSG00000198718,TOGARAM1
16887,ENSG00000198719,DLL1
16888,ENSG00000198720,ANKRD13B
16889,ENSG00000198721,ECI2
16890,ENSG00000198722,UNC13B
16891,ENSG00000198723,TEX45
16892,ENSG00000198727,MT-CYB
16893,ENSG00000198728,LDB1
16894,ENSG00000198729,PPP1R14C
16895,ENSG00000198730,CTR9
16896,ENSG00000198732,SMOC1
16897,ENSG00000198734,F5
16898,ENSG00000198736,MSRB1
16899,ENSG00000198739,LRRTM3
16900,ENSG00000198740,ZNF652
16901,ENSG00000198742,SMURF1
16902,ENSG00000198743,SLC5A3
16903,ENSG00000198746,GPATCH3
16904,ENSG00000198752,CDC42BPB
16905,ENSG00000198753,PLXNB3
16906,ENSG00000198754,OXCT2
16907,ENSG00000198755,RPL10A
16908,ENSG00000198756,COLGALT2
16909,ENSG00000198758,EPS8L3
16910,ENSG00000198759,EGFL6
16911,ENSG00000198763,MT-ND2
16912,ENSG00000198765,SYCP1
16913,ENSG00000198768,APCDD1L
16914,ENSG00000198771,RCSD1
16915,ENSG00000198774,RASSF9
16916,ENSG00000198780,FAM169A
16917,ENSG00000198783,ZNF830
16918,ENSG00000198785,GRIN3A
16919,ENSG00000198786,MT-ND5
16920,ENSG00000198791,CNOT7
16921,ENSG00000198792,TMEM184B
16922,ENSG00000198793,MTOR
16923,ENSG00000198794,SCAMP5
16924,ENSG00000198795,ZNF521
16925,ENSG00000198796,ALPK2
16926,ENSG00000198797,BRINP2
16927,ENSG00000198798,MAGEB3
16928,ENSG00000198799,LRIG2
16929,ENSG00000198804,MT-CO1
16930,ENSG00000198805,PNP
16931,ENSG00000198807,PAX9
16932,ENSG00000198812,LRRC10
16933,ENSG00000198814,GK
16934,ENSG00000198815,FOXJ3
16935,ENSG00000198816,ZNF358
16936,ENSG00000198818,SFT2D1
16937,ENSG00000198821,CD247
16938,ENSG00000198822,GRM3
16939,ENSG00000198824,CHAMP1
16940,ENSG00000198825,INPP5F
16941,ENSG00000198826,ARHGAP11A
16942,ENSG00000198829,SUCNR1
16943,ENSG00000198830,HMGN2
16944,ENSG00000198832,SELENOM
16945,ENSG00000198833,UBE2J1
16946,ENSG00000198835,GJC2
16947,ENSG00000198836,OPA1
16948,ENSG00000198837,DENND4B
16949,ENSG00000198838,RYR3
16950,ENSG00000198839,ZNF277
16951,ENSG00000198840,MT-ND3
16952,ENSG00000198841,KTI12
16953,ENSG00000198842,DUSP27
16954,ENSG00000198843,SELENOT
16955,ENSG00000198844,ARHGEF15
16956,ENSG00000198846,TOX
16957,ENSG00000198848,CES1
16958,ENSG00000198851,CD3E
16959,ENSG00000198853,RUSC2
16960,ENSG00000198854,C1orf68
16961,ENSG00000198855,FICD
16962,ENSG00000198856,OSTC
16963,ENSG00000198858,R3HDM4
16964,ENSG00000198860,TSEN15
16965,ENSG00000198862,LTN1
16966,ENSG00000198863,RUNDC1
16967,ENSG00000198865,CCDC152
16968,ENSG00000198870,STKLD1
16969,ENSG00000198873,GRK5
16970,ENSG00000198874,TYW1
16971,ENSG00000198876,DCAF12
16972,ENSG00000198879,SFMBT2
16973,ENSG00000198881,ASB12
16974,ENSG00000198883,PNMA5
16975,ENSG00000198885,ITPRIPL1
16976,ENSG00000198886,MT-ND4
16977,ENSG00000198887,SMC5
16978,ENSG00000198888,MT-ND1
16979,ENSG00000198889,DCAF12L1
16980,ENSG00000198890,PRMT6
16981,ENSG00000198892,SHISA4
16982,ENSG00000198894,CIPC
16983,ENSG00000198898,CAPZA2
16984,ENSG00000198899,MT-ATP6
16985,ENSG00000198900,TOP1
16986,ENSG00000198901,PRC1
16987,ENSG00000198908,BHLHB9
16988,ENSG00000198909,MAP3K3
16989,ENSG00000198910,L1CAM
16990,ENSG00000198911,SREBF2
16991,ENSG00000198912,C1orf174
16992,ENSG00000198914,POU3F3
16993,ENSG00000198915,RASGEF1A
16994,ENSG00000198917,SPOUT1
16995,ENSG00000198918,RPL39
16996,ENSG00000198919,DZIP3
16997,ENSG00000198920,KIAA0753
16998,ENSG00000198924,DCLRE1A
16999,ENSG00000198925,ATG9A
17000,ENSG00000198929,NOS1AP
17001,ENSG00000198930,CSAG1
17002,ENSG00000198931,APRT
17003,ENSG00000198932,GPRASP1
17004,ENSG00000198933,TBKBP1
17005,ENSG00000198934,MAGEE1
17006,ENSG00000198937,CCDC167
17007,ENSG00000198938,MT-CO3
17008,ENSG00000198939,ZFP2
17009,ENSG00000198944,SOWAHA
17010,ENSG00000198945,L3MBTL3
17011,ENSG00000198947,DMD
17012,ENSG00000198948,MFAP3L
17013,ENSG00000198951,NAGA
17014,ENSG00000198952,SMG5
17015,ENSG00000198954,KIF1BP
17016,ENSG00000198959,TGM2
17017,ENSG00000198960,ARMCX6
17018,ENSG00000198961,PJA2
17019,ENSG00000198963,RORB
17020,ENSG00000198964,SGMS1
17021,ENSG00000198965,OR10R2
17022,ENSG00000198967,OR10Z1
17023,ENSG00000203326,ZNF525
17024,ENSG00000203485,INF2
17025,ENSG00000203546,
17026,ENSG00000203618,GP1BB
17027,ENSG00000203623,C6orf47
17028,ENSG00000203624,MRPS18B
17029,ENSG00000203661,OR2T5
17030,ENSG00000203663,OR2L2
17031,ENSG00000203666,EFCAB2
17032,ENSG00000203667,COX20
17033,ENSG00000203668,CHML
17034,ENSG00000203685,STUM
17035,ENSG00000203690,TCP10
17036,ENSG00000203697,CAPN8
17037,ENSG00000203705,TATDN3
17038,ENSG00000203710,CR1
17039,ENSG00000203722,RAET1G
17040,ENSG00000203724,C1orf53
17041,ENSG00000203727,SAMD5
17042,ENSG00000203730,TEDDM1
17043,ENSG00000203733,GJE1
17044,ENSG00000203734,ECT2L
17045,ENSG00000203737,GPR52
17046,ENSG00000203740,METTL11B
17047,ENSG00000203747,FCGR3A
17048,ENSG00000203756,TMEM244
17049,ENSG00000203757,OR6K3
17050,ENSG00000203760,CENPW
17051,ENSG00000203772,SPRN
17052,ENSG00000203778,FAM229B
17053,ENSG00000203780,FANK1
17054,ENSG00000203782,LOR
17055,ENSG00000203783,PRR9
17056,ENSG00000203784,LELP1
17057,ENSG00000203785,SPRR2E
17058,ENSG00000203786,KPRP
17059,ENSG00000203791,EEF1AKMT2
17060,ENSG00000203795,FAM24A
17061,ENSG00000203797,DDO
17062,ENSG00000203805,PLPP4
17063,ENSG00000203811,HIST2H3C
17064,ENSG00000203812,HIST2H2AA3
17065,ENSG00000203814,HIST2H2BF
17066,ENSG00000203837,PNLIPRP3
17067,ENSG00000203852,HIST2H3A
17068,ENSG00000203857,HSD3B1
17069,ENSG00000203859,HSD3B2
17070,ENSG00000203867,RBM20
17071,ENSG00000203870,SMIM9
17072,ENSG00000203872,C6orf163
17073,ENSG00000203877,RIPPLY2
17074,ENSG00000203879,GDI1
17075,ENSG00000203880,PCMTD2
17076,ENSG00000203883,SOX18
17077,ENSG00000203896,LIME1
17078,ENSG00000203907,OOEP
17079,ENSG00000203908,KHDC3L
17080,ENSG00000203909,DPPA5
17081,ENSG00000203910,C1orf146
17082,ENSG00000203923,SPANXN1
17083,ENSG00000203926,SPANXA2
17084,ENSG00000203933,CXorf66
17085,ENSG00000203942,C10orf62
17086,ENSG00000203943,SAMD13
17087,ENSG00000203950,RTL8A
17088,ENSG00000203952,CCDC160
17089,ENSG00000203963,C1orf141
17090,ENSG00000203965,EFCAB7
17091,ENSG00000203970,DEFB110
17092,ENSG00000203972,GLYATL3
17093,ENSG00000203985,LDLRAD1
17094,ENSG00000203989,RHOXF2B
17095,ENSG00000203995,ZYG11A
17096,ENSG00000204001,LCN8
17097,ENSG00000204003,
17098,ENSG00000204006,C1orf185
17099,ENSG00000204007,GLT6D1
17100,ENSG00000204010,IFIT1B
17101,ENSG00000204019,CT83
17102,ENSG00000204020,LIPN
17103,ENSG00000204021,LIPK
17104,ENSG00000204022,LIPJ
17105,ENSG00000204033,LRIT2
17106,ENSG00000204052,LRRC73
17107,ENSG00000204060,FOXO6
17108,ENSG00000204065,TCEAL5
17109,ENSG00000204070,SYS1
17110,ENSG00000204071,TCEAL6
17111,ENSG00000204084,INPP5B
17112,ENSG00000204086,RPA4
17113,ENSG00000204099,NEU4
17114,ENSG00000204103,MAFB
17115,ENSG00000204104,TRAF3IP1
17116,ENSG00000204116,CHIC1
17117,ENSG00000204120,GIGYF2
17118,ENSG00000204128,C2orf72
17119,ENSG00000204130,RUFY2
17120,ENSG00000204131,NHSL2
17121,ENSG00000204138,PHACTR4
17122,ENSG00000204140,CLPSL1
17123,ENSG00000204147,ASAH2B
17124,ENSG00000204149,AGAP6
17125,ENSG00000204152,TIMM23B
17126,ENSG00000204160,ZDHHC18
17127,ENSG00000204161,TMEM273
17128,ENSG00000204165,CXorf65
17129,ENSG00000204172,AGAP9
17130,ENSG00000204174,NPY4R
17131,ENSG00000204175,GPRIN2
17132,ENSG00000204176,SYT15
17133,ENSG00000204178,MACO1
17134,ENSG00000204179,PTPN20
17135,ENSG00000204183,GDF5OS
17136,ENSG00000204186,ZDBF2
17137,ENSG00000204193,TXNDC8
17138,ENSG00000204195,AWAT1
17139,ENSG00000204197,KIFC1
17140,ENSG00000204209,DAXX
17141,ENSG00000204217,BMPR2
17142,ENSG00000204219,TCEA3
17143,ENSG00000204220,PFDN6
17144,ENSG00000204221,WDR46
17145,ENSG00000204227,RING1
17146,ENSG00000204228,HSD17B8
17147,ENSG00000204231,RXRB
17148,ENSG00000204237,OXLD1
17149,ENSG00000204246,OR13C3
17150,ENSG00000204248,COL11A2
17151,ENSG00000204252,HLA-DOA
17152,ENSG00000204256,BRD2
17153,ENSG00000204257,HLA-DMA
17154,ENSG00000204262,COL5A2
17155,ENSG00000204264,PSMB8
17156,ENSG00000204267,TAP2
17157,ENSG00000204271,SPIN3
17158,ENSG00000204272,NBDY
17159,ENSG00000204278,TMEM235
17160,ENSG00000204279,PAGE3
17161,ENSG00000204287,HLA-DRA
17162,ENSG00000204290,BTNL2
17163,ENSG00000204291,COL15A1
17164,ENSG00000204296,TSBP1
17165,ENSG00000204300,TMEM225
17166,ENSG00000204301,NOTCH4
17167,ENSG00000204304,PBX2
17168,ENSG00000204305,AGER
17169,ENSG00000204308,RNF5
17170,ENSG00000204310,AGPAT1
17171,ENSG00000204311,PJVK
17172,ENSG00000204314,PRRT1
17173,ENSG00000204315,FKBPL
17174,ENSG00000204316,MRPL38
17175,ENSG00000204323,SMIM5
17176,ENSG00000204334,ERICH2
17177,ENSG00000204335,SP5
17178,ENSG00000204344,STK19
17179,ENSG00000204345,CD300LD
17180,ENSG00000204347,BTBD17
17181,ENSG00000204348,DXO
17182,ENSG00000204351,SKIV2L
17183,ENSG00000204352,C9orf129
17184,ENSG00000204356,NELFE
17185,ENSG00000204359,CFB
17186,ENSG00000204361,NXPE2
17187,ENSG00000204363,SPANXN5
17188,ENSG00000204364,C2
17189,ENSG00000204366,ZBTB12
17190,ENSG00000204370,SDHD
17191,ENSG00000204371,EHMT2
17192,ENSG00000204379,XAGE1A
17193,ENSG00000204381,LAYN
17194,ENSG00000204382,XAGE1B
17195,ENSG00000204385,SLC44A4
17196,ENSG00000204386,NEU1
17197,ENSG00000204387,SNHG32
17198,ENSG00000204388,HSPA1B
17199,ENSG00000204389,HSPA1A
17200,ENSG00000204390,HSPA1L
17201,ENSG00000204392,LSM2
17202,ENSG00000204394,VARS
17203,ENSG00000204396,VWA7
17204,ENSG00000204397,CARD16
17205,ENSG00000204406,MBD5
17206,ENSG00000204410,MSH5
17207,ENSG00000204414,CSHL1
17208,ENSG00000204420,MPIG6B
17209,ENSG00000204421,LY6G6C
17210,ENSG00000204422,
17211,ENSG00000204424,LY6G6F
17212,ENSG00000204427,ABHD16A
17213,ENSG00000204428,LY6G5C
17214,ENSG00000204435,CSNK2B
17215,ENSG00000204438,GPANK1
17216,ENSG00000204439,C6orf47
17217,ENSG00000204442,FAM155A
17218,ENSG00000204444,APOM
17219,ENSG00000204449,TRIM49C
17220,ENSG00000204450,TRIM64
17221,ENSG00000204463,BAG6
17222,ENSG00000204469,PRRC2A
17223,ENSG00000204472,AIF1
17224,ENSG00000204475,NCR3
17225,ENSG00000204478,PRAMEF20
17226,ENSG00000204479,PRAMEF17
17227,ENSG00000204480,PRAMEF19
17228,ENSG00000204481,PRAMEF14
17229,ENSG00000204482,LST1
17230,ENSG00000204487,LTB
17231,ENSG00000204490,TNF
17232,ENSG00000204498,NFKBIL1
17233,ENSG00000204501,PRAMEF15
17234,ENSG00000204505,PRAMEF9
17235,ENSG00000204510,PRAMEF7
17236,ENSG00000204511,MCCD1
17237,ENSG00000204514,ZNF814
17238,ENSG00000204516,MICB
17239,ENSG00000204518,AADACL4
17240,ENSG00000204519,ZNF551
17241,ENSG00000204520,MICA
17242,ENSG00000204524,ZNF805
17243,ENSG00000204525,HLA-C
17244,ENSG00000204531,POU5F1
17245,ENSG00000204532,ZSCAN5C
17246,ENSG00000204536,CCHCR1
17247,ENSG00000204538,PSORS1C2
17248,ENSG00000204539,CDSN
17249,ENSG00000204540,PSORS1C1
17250,ENSG00000204542,C6orf15
17251,ENSG00000204544,MUC21
17252,ENSG00000204548,DEFB121
17253,ENSG00000204560,DHX16
17254,ENSG00000204564,C6orf136
17255,ENSG00000204568,MRPS18B
17256,ENSG00000204569,PPP1R10
17257,ENSG00000204571,KRTAP5-11
17258,ENSG00000204572,KRTAP5-10
17259,ENSG00000204574,ABCF1
17260,ENSG00000204576,PRR3
17261,ENSG00000204577,LILRB3
17262,ENSG00000204580,DDR1
17263,ENSG00000204583,LRCOL1
17264,ENSG00000204590,GNL1
17265,ENSG00000204592,HLA-E
17266,ENSG00000204595,DPRX
17267,ENSG00000204599,TRIM39
17268,ENSG00000204604,ZNF468
17269,ENSG00000204610,TRIM15
17270,ENSG00000204611,ZNF616
17271,ENSG00000204612,FOXB2
17272,ENSG00000204613,TRIM10
17273,ENSG00000204614,TRIM40
17274,ENSG00000204616,TRIM31
17275,ENSG00000204618,RNF39
17276,ENSG00000204619,PPP1R11
17277,ENSG00000204624,DISP3
17278,ENSG00000204628,RACK1
17279,ENSG00000204632,HLA-G
17280,ENSG00000204634,TBC1D8
17281,ENSG00000204640,NMS
17282,ENSG00000204642,HLA-F
17283,ENSG00000204644,ZFP57
17284,ENSG00000204653,ASPDH
17285,ENSG00000204655,MOG
17286,ENSG00000204657,OR2H2
17287,ENSG00000204659,CBY3
17288,ENSG00000204669,C9orf57
17289,ENSG00000204671,IL31
17290,ENSG00000204673,AKT1S1
17291,ENSG00000204677,FAM153CP
17292,ENSG00000204681,GABBR1
17293,ENSG00000204682,MIR1915HG
17294,ENSG00000204683,C10orf113
17295,ENSG00000204687,MAS1L
17296,ENSG00000204688,OR2H1
17297,ENSG00000204689,OR10C1
17298,ENSG00000204690,OR12D2
17299,ENSG00000204692,OR12D3
17300,ENSG00000204694,OR11A1
17301,ENSG00000204695,OR14J1
17302,ENSG00000204700,OR2J2
17303,ENSG00000204701,OR2J3
17304,ENSG00000204703,OR2B3
17305,ENSG00000204704,OR2W1
17306,ENSG00000204710,SPDYC
17307,ENSG00000204711,C9orf135
17308,ENSG00000204713,TRIM27
17309,ENSG00000204740,MALRD1
17310,ENSG00000204764,RANBP17
17311,ENSG00000204767,INSYN2B
17312,ENSG00000204779,FOXD4L5
17313,ENSG00000204815,TTC25
17314,ENSG00000204822,MRPL53
17315,ENSG00000204839,MROH6
17316,ENSG00000204842,ATXN2
17317,ENSG00000204843,DCTN1
17318,ENSG00000204849,SPATA31A1
17319,ENSG00000204851,PNMA8B
17320,ENSG00000204852,TCTN1
17321,ENSG00000204856,FAM216A
17322,ENSG00000204859,ZBTB48
17323,ENSG00000204866,IGFL2
17324,ENSG00000204869,IGFL4
17325,ENSG00000204873,KRTAP9-3
17326,ENSG00000204880,KRTAP4-8
17327,ENSG00000204882,GPR20
17328,ENSG00000204887,KRTAP1-4
17329,ENSG00000204889,KRT40
17330,ENSG00000204897,KRT25
17331,ENSG00000204899,MZT1
17332,ENSG00000204909,SPINK9
17333,ENSG00000204913,LRRC3C
17334,ENSG00000204918,PRR20B
17335,ENSG00000204919,PRR20A
17336,ENSG00000204920,ZNF155
17337,ENSG00000204922,UQCC3
17338,ENSG00000204923,FBXO48
17339,ENSG00000204928,GRXCR2
17340,ENSG00000204930,FAM221B
17341,ENSG00000204936,CD177
17342,ENSG00000204941,PSG5
17343,ENSG00000204946,ZNF783
17344,ENSG00000204947,ZNF425
17345,ENSG00000204950,LRRC10B
17346,ENSG00000204952,FBXO47
17347,ENSG00000204954,C12orf73
17348,ENSG00000204956,PCDHGA1
17349,ENSG00000204960,BLACE
17350,ENSG00000204961,PCDHA9
17351,ENSG00000204962,PCDHA8
17352,ENSG00000204963,PCDHA7
17353,ENSG00000204965,PCDHA5
17354,ENSG00000204967,PCDHA4
17355,ENSG00000204969,PCDHA2
17356,ENSG00000204970,PCDHA1
17357,ENSG00000204977,TRIM13
17358,ENSG00000204978,ERICH4
17359,ENSG00000204979,MS4A13
17360,ENSG00000204983,PRSS1
17361,ENSG00000204991,SPIRE2
17362,ENSG00000205002,AARD
17363,ENSG00000205022,PABPN1L
17364,ENSG00000205029,OR5D16
17365,ENSG00000205030,OR5L2
17366,ENSG00000205038,PKHD1L1
17367,ENSG00000205045,SLFN12L
17368,ENSG00000205057,CLLU1OS
17369,ENSG00000205060,SLC35B4
17370,ENSG00000205076,LGALS7
17371,ENSG00000205078,SYCE1L
17372,ENSG00000205084,TMEM231
17373,ENSG00000205085,FAM71F2
17374,ENSG00000205086,C2orf91
17375,ENSG00000205089,CCNI2
17376,ENSG00000205090,TMEM240
17377,ENSG00000205097,FRG2
17378,ENSG00000205108,FAM205A
17379,ENSG00000205111,CDKL4
17380,ENSG00000205116,TMEM88B
17381,ENSG00000205126,ACCSL
17382,ENSG00000205129,C4orf47
17383,ENSG00000205133,TRIQK
17384,ENSG00000205138,SDHAF1
17385,ENSG00000205143,ARID3C
17386,ENSG00000205155,PSENEN
17387,ENSG00000205177,C11orf91
17388,ENSG00000205186,FABP9
17389,ENSG00000205189,ZBTB10
17390,ENSG00000205208,C4orf46
17391,ENSG00000205209,SCGB2B2
17392,ENSG00000205212,CCDC144NL
17393,ENSG00000205213,LGR4
17394,ENSG00000205220,PSMB10
17395,ENSG00000205221,VIT
17396,ENSG00000205236,
17397,ENSG00000205238,SPDYE2
17398,ENSG00000205250,E2F4
17399,ENSG00000205268,PDE7A
17400,ENSG00000205269,TMEM170B
17401,ENSG00000205277,MUC12
17402,ENSG00000205279,CTXN3
17403,ENSG00000205301,MGAT4D
17404,ENSG00000205302,SNX2
17405,ENSG00000205307,SAP25
17406,ENSG00000205309,NT5M
17407,ENSG00000205323,SARNP
17408,ENSG00000205327,OR6C68
17409,ENSG00000205328,OR6C65
17410,ENSG00000205329,OR6C3
17411,ENSG00000205330,OR6C1
17412,ENSG00000205336,ADGRG1
17413,ENSG00000205339,IPO7
17414,ENSG00000205352,PRR13
17415,ENSG00000205356,TECPR1
17416,ENSG00000205358,MT1H
17417,ENSG00000205359,SLCO6A1
17418,ENSG00000205362,MT1A
17419,ENSG00000205363,INSYN1
17420,ENSG00000205364,MT1M
17421,ENSG00000205403,CFI
17422,ENSG00000205409,OR52E6
17423,ENSG00000205413,SAMD9
17424,ENSG00000205420,KRT6A
17425,ENSG00000205423,CNEP1R1
17426,ENSG00000205426,KRT81
17427,ENSG00000205436,EXOC3L4
17428,ENSG00000205439,KRTAP12-3
17429,ENSG00000205442,IZUMO3
17430,ENSG00000205445,KRTAP10-2
17431,ENSG00000205456,TP53TG3D
17432,ENSG00000205457,TP53TG3C
17433,ENSG00000205464,ATP6AP1L
17434,ENSG00000205476,CCDC85C
17435,ENSG00000205495,OR52J3
17436,ENSG00000205496,OR51A2
17437,ENSG00000205497,OR51A4
17438,ENSG00000205502,C2CD4B
17439,ENSG00000205517,RGL3
17440,ENSG00000205531,NAP1L4
17441,ENSG00000205542,TMSB4X
17442,ENSG00000205544,TMEM256
17443,ENSG00000205549,C9orf92
17444,ENSG00000205560,CPT1B
17445,ENSG00000205571,SMN2
17446,ENSG00000205572,SERF1B
17447,ENSG00000205581,HMGN1
17448,ENSG00000205593,DENND6B
17449,ENSG00000205609,EIF3CL
17450,ENSG00000205629,LCMT1
17451,ENSG00000205639,MFSD2B
17452,ENSG00000205642,VCX3B
17453,ENSG00000205643,CDPF1
17454,ENSG00000205649,HTN3
17455,ENSG00000205659,LIN52
17456,ENSG00000205667,ARSH
17457,ENSG00000205669,ACOT6
17458,ENSG00000205670,SMIM11A
17459,ENSG00000205678,TECRL
17460,ENSG00000205683,DPF3
17461,ENSG00000205693,MANSC4
17462,ENSG00000205707,ETFRF1
17463,ENSG00000205710,C17orf107
17464,ENSG00000205718,MBD3L4
17465,ENSG00000205726,ITSN1
17466,ENSG00000205730,ITPRIPL2
17467,ENSG00000205744,DENND1C
17468,ENSG00000205754,SLCO1B7
17469,ENSG00000205755,CRLF2
17470,ENSG00000205758,CRYZL1
17471,ENSG00000205765,C5orf51
17472,ENSG00000205777,GAGE1
17473,ENSG00000205784,ARRDC5
17474,ENSG00000205795,CYS1
17475,ENSG00000205808,PLPP6
17476,ENSG00000205809,KLRC2
17477,ENSG00000205810,KLRC3
17478,ENSG00000205832,C16orf96
17479,ENSG00000205835,GMNC
17480,ENSG00000205838,TTC23L
17481,ENSG00000205846,CLEC6A
17482,ENSG00000205853,RFPL3S
17483,ENSG00000205856,C22orf42
17484,ENSG00000205857,NANOGNB
17485,ENSG00000205858,LRRC72
17486,ENSG00000205863,C1QTNF9B
17487,ENSG00000205864,KRTAP5-6
17488,ENSG00000205867,KRTAP5-2
17489,ENSG00000205869,KRTAP5-1
17490,ENSG00000205882,DEFB134
17491,ENSG00000205883,DEFB135
17492,ENSG00000205884,DEFB136
17493,ENSG00000205899,BHLHA9
17494,ENSG00000205903,ZNF316
17495,ENSG00000205916,DAZ4
17496,ENSG00000205922,ONECUT3
17497,ENSG00000205923,CEMP1
17498,ENSG00000205927,OLIG2
17499,ENSG00000205929,C21orf62
17500,ENSG00000205937,RNPS1
17501,ENSG00000205944,DAZ2
17502,ENSG00000205978,NYNRIN
17503,ENSG00000205981,DNAJC19
17504,ENSG00000206013,IFITM5
17505,ENSG00000206026,SMIM21
17506,ENSG00000206043,C18orf63
17507,ENSG00000206047,DEFA1
17508,ENSG00000206052,DOK6
17509,ENSG00000206053,JPT2
17510,ENSG00000206069,TMEM211
17511,ENSG00000206072,SERPINB11
17512,ENSG00000206073,SERPINB4
17513,ENSG00000206075,SERPINB5
17514,ENSG00000206077,ZDHHC11B
17515,ENSG00000206102,KRTAP19-8
17516,ENSG00000206104,KRTAP20-3
17517,ENSG00000206105,KRTAP20-4
17518,ENSG00000206106,KRTAP22-2
17519,ENSG00000206107,KRTAP27-1
17520,ENSG00000206113,CFAP99
17521,ENSG00000206127,GOLGA8O
17522,ENSG00000206150,RNASE13
17523,ENSG00000206172,HBA1
17524,ENSG00000206177,HBM
17525,ENSG00000206181,ELOA2
17526,ENSG00000206190,ATP10A
17527,ENSG00000206199,ANKUB1
17528,ENSG00000206203,TSSK2
17529,ENSG00000206206,DAXX
17530,ENSG00000206208,TAPBP
17531,ENSG00000206235,TAP2
17532,ENSG00000206237,HLA-DQB1
17533,ENSG00000206240,HLA-DRB1
17534,ENSG00000206245,TSBP1
17535,ENSG00000206256,PPT2
17536,ENSG00000206258,TNXB
17537,ENSG00000206260,PRR23A
17538,ENSG00000206262,FOXL2NB
17539,ENSG00000206268,NELFE
17540,ENSG00000206279,DAXX
17541,ENSG00000206280,ZBTB22
17542,ENSG00000206281,TAPBP
17543,ENSG00000206282,RGL2
17544,ENSG00000206283,PFDN6
17545,ENSG00000206284,WDR46
17546,ENSG00000206285,B3GALT4
17547,ENSG00000206286,VPS52
17548,ENSG00000206287,RING1
17549,ENSG00000206288,SLC39A7
17550,ENSG00000206289,RXRB
17551,ENSG00000206290,COL11A2
17552,ENSG00000206291,HLA-DPA1
17553,ENSG00000206292,HLA-DOA
17554,ENSG00000206297,TAP1
17555,ENSG00000206298,PSMB8
17556,ENSG00000206299,TAP2
17557,ENSG00000206301,HLA-DQA2
17558,ENSG00000206302,HLA-DQB1
17559,ENSG00000206305,HLA-DQA1
17560,ENSG00000206306,HLA-DRB1
17561,ENSG00000206308,HLA-DRA
17562,ENSG00000206310,TSBP1
17563,ENSG00000206312,NOTCH4
17564,ENSG00000206314,GPSM3
17565,ENSG00000206315,PBX2
17566,ENSG00000206320,AGER
17567,ENSG00000206324,AGPAT1
17568,ENSG00000206329,PPT2
17569,ENSG00000206331,PRRT1
17570,ENSG00000206338,CYP21A2
17571,ENSG00000206340,C4A
17572,ENSG00000206342,STK19
17573,ENSG00000206346,DXO
17574,ENSG00000206353,SKIV2L
17575,ENSG00000206355,CCHCR1
17576,ENSG00000206357,NELFE
17577,ENSG00000206366,ZBTB12
17578,ENSG00000206372,C2
17579,ENSG00000206376,EHMT2
17580,ENSG00000206378,SLC44A4
17581,ENSG00000206379,FLOT1
17582,ENSG00000206380,SNHG32
17583,ENSG00000206383,HSPA1L
17584,ENSG00000206384,COL6A6
17585,ENSG00000206394,CLIC1
17586,ENSG00000206395,DDAH2
17587,ENSG00000206396,MPIG6B
17588,ENSG00000206398,LY6G6C
17589,ENSG00000206401,LY6G6E
17590,ENSG00000206402,LY6G6D
17591,ENSG00000206403,ABHD16A
17592,ENSG00000206404,LY6G5C
17593,ENSG00000206406,CSNK2B
17594,ENSG00000206408,GPANK1
17595,ENSG00000206409,APOM
17596,ENSG00000206412,GNL1
17597,ENSG00000206418,RAB12
17598,ENSG00000206422,LRRC30
17599,ENSG00000206427,PRRC2A
17600,ENSG00000206428,AIF1
17601,ENSG00000206430,NCR3
17602,ENSG00000206432,TMEM200C
17603,ENSG00000206433,LST1
17604,ENSG00000206435,HLA-C
17605,ENSG00000206437,LTB
17606,ENSG00000206439,TNF
17607,ENSG00000206440,NFKBIL1
17608,ENSG00000206445,ATP6V1G2
17609,ENSG00000206447,MCCD1
17610,ENSG00000206449,MICB
17611,ENSG00000206450,HLA-B
17612,ENSG00000206452,HLA-C
17613,ENSG00000206454,POU5F1
17614,ENSG00000206455,TCF19
17615,ENSG00000206457,CCHCR1
17616,ENSG00000206458,PSORS1C1
17617,ENSG00000206459,PSORS1C2
17618,ENSG00000206460,CDSN
17619,ENSG00000206461,C6orf15
17620,ENSG00000206463,
17621,ENSG00000206465,SFTA2
17622,ENSG00000206466,GABBR1
17623,ENSG00000206467,OR2H2
17624,ENSG00000206468,UBD
17625,ENSG00000206470,MAS1L
17626,ENSG00000206471,OR2H1
17627,ENSG00000206472,OR11A1
17628,ENSG00000206476,
17629,ENSG00000206478,IER3
17630,ENSG00000206480,FLOT1
